"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","奈良時代"
1322807000,13228,"70","まつかいどういせき","松海道遺跡","あきる野市 平沢","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居跡　竪穴状遺構　集石土坑　集石　土坑　ピット　[古墳時代][奈良時代][平安時代]住居跡","縄文土器　石器　土製品　鉄鏃　土師器　支脚　粘土塊　砥石",139.3078858,35.73231829,"1"
1322807400,13228,"74","かいどいせき","開戸遺跡","あきる野市 上代継","[縄文時代（中期～後期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]集石　集石土坑　[平安時代]住居跡　［時代不明］土坑","縄文土器　石鏃　石皿　磨石　焼礫　土師器",139.2762349,35.72354744,"1"
1322809100,13228,"91","にのみや・にのみやもりこしいせき","二宮・二宮森腰遺跡","あきる野市 二宮　 平沢","[旧石器時代][縄文時代（草創期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・経塚・社寺・城館","[縄文時代]住居跡　敷石住居　炉　土坑　柱穴群　埋甕　[平安時代]経塚　[中世]地下式土坑","細石刃核　縄文土器　打斧　磨斧　礫器　石鏃　石匙　石錐　石箆　石皿　磨石　スタンプ形石器　凹石　剥片石器　弥生土器　土師器　須恵器　鉄釘　鉄製品　鍔　柄頭鞘尻　瓦　陶磁器　金銅仏　銭貨",139.3128296,35.72886241,"1"
1322811100,13228,"111","あきのいせき","阿岐野遺跡","あきる野市 引田","[縄文時代（早期～前期）][奈良時代][平安時代][近世]","集落　その他（狩猟場）","[縄文時代]陥穴","縄文土器",139.2694199,35.73264031,"1"
1322811300,13228,"113","みなみこみやいせき","南小宮遺跡","あきる野市 草花","[奈良時代]","集落","[奈良時代]住居跡　土器埋設土坑　遺物集中地点","縄文土器　石器　土師器　須恵器　土製品　鉄器　陶磁器　鉄製品",139.3014849,35.73887952,"1"
1330301500,13303,"15","","瑞穂町№15遺跡","瑞穂町 殿ヶ谷","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","土坑","縄文土器 土師器 陶器 石皿",139.363253,35.76779775,"1"
1330302100,13303,"21","いしはたさやまみねいせき","石畑狭山嶺遺跡","瑞穂町 石畑","[縄文時代（前期～中期）][奈良時代][平安時代][近世]","包蔵地","[縄文時代]集石 土坑","縄文土器 打斧 礫器 石槍 石鏃 掻器 ピエス・エスキーユ トランシェ様石器 石皿 磨石 凹石 敲石 須恵器 陶磁器 素焼土器 擂鉢 砥石",139.3649965,35.77744102,"1"
1330302200,13303,"22","たきたひがしいせき","滝田東遺跡","瑞穂町 殿ヶ谷","[縄文時代（中期）][奈良時代]","集落","[縄文時代]住居 配石炉 [奈]住居","縄文土器 石斧 土師器 須恵器",139.3629307,35.77104957,"1"
1330501000,13305,"10","ひがしはらいせき","東原遺跡","日の出町 北伊奈松岩寺前　油田","[縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落　その他の墓","","土師器　中世陶器　板碑　陶磁器",139.2589104,35.73529421,"1"
1330501700,13305,"17","みよしのいせきぐんせいぼうちくいせき","三吉野遺跡群清坊地区遺跡","日の出町 平井","[旧石器時代][縄文時代（前期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺・窯","[旧石器時代]礫群　[縄文時代]集石土坑　[弥生時代][古墳時代]住居　土坑　[奈良時代][平安時代]住居　掘立柱建物　土師器焼成坑　[中世][近世]閻魔堂？　溝　土坑　地下室","縄文土器　弥生土器　土師器　陶磁器　鉄器　銭貨　板碑　焼礫　人骨",139.2759392,35.73964155,"1"
1330501800,13305,"18","みよしのいせきぐんはけうえ・しももはらちく","三吉野遺跡群欠上・下モ原地区","日の出町 平井","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[弥生時代][古墳時代]住居　円形土坑　[中世]?　掘立柱建物　土坑","石斧　敲打器　土師器　刀子　砥石　土製紡錘車　管玉　臼玉",139.2825654,35.73827606,"1"
1330502200,13305,"22","どうじょういせき・どうじょうこふんぐん","道場遺跡・道場古墳群","日の出町 平井","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居　[奈良時代][平安時代]土坑","土師器",139.2636826,35.73844327,"1"
1330502400,13305,"24","みよしのいせきぐにどばたちくいせき","三吉野遺跡群井戸端地区遺跡","日の出町 平井","[縄文時代（草創期～後期）][奈良時代][平安時代][近世]","集落","[縄文時代]竪穴式遺構　住居　土坑　埋没谷　陥し穴　集石土坑　円形土坑　[古墳時代][中世]竪穴式遺構　土坑　[奈良時代][平安時代]住居　土坑　[近世][現]土坑　防空壕","縄文土器　打斧　石鏃　石匙　土師器　須恵器　陶磁器　釘　打製石斧　磨製石斧　礫器　陶器　瓦質土器　金属製軍需品等",139.2705147,35.7337057,"1"
1330803300,13308,"33","すんにわいせき","寸庭遺跡","奥多摩町 小丹波","[縄文時代（前期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　石鏃　石匙　石錐　磨石　須恵器",139.139748398453,35.8138772312076,"1"
